,,,,,,,,,,,,,,,,,,,,,,,,,Local calibration,Local calibration,Local calibration,Local calibration,State calibration,State calibration,,Local calibration,Local calibration,Local calibration,Local calibration,State Calibration,State Calibration,,,,,,,,,,,,,,,,,,,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,by NAICS codes,,,,,,,,,,,,,
,,,,,,,,,,,,,,Residential,Residential,Residential,Residential,Residential,Residential,Residential,Residential,Residential,Residential,Residential,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,Commercial,On Road Transportation,On Road Transportation,On Road Transportation,On Road Transportation,On Road Transportation,On Road Transportation,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Industry,Residential,Residential,Commercial,Commercial,Industry,Industry,On-road Transportation,On-road Transportation,Emissions factors,Emissions factors,Emissions factors,Emissions factors,Emissions factors
,,,,,,,,,,,,,,Electricity,Electricity,Electricity,Electricity,Electricity,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Gasoline,Gasoline,Diesel,Diesel,,,Electricity,Electricity,Electricity,Electricity,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Electricity,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Electricity,Natural Gas,Electricity,Natural Gas,Electricity,Natural Gas,Gasoline,Diesel,Electricity,Electricity,Natural Gas,Gasoline,Diesel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,112,211,212,213,311,312,313,314,315,316,321,322,323,324,325,326,327,331,332,333,334,335,336,337,339,111,112,211,212,213,311,312,313,314,315,316,321,322,323,324,325,326,327,331,332,333,334,335,336,337,339,211,212,213,311,312,313,314,315,316,321,322,323,324,325,326,327,331,332,333,334,335,336,337,339,211,212,213,311,312,313,314,315,316,321,322,323,324,325,326,327,331,332,333,334,335,336,337,339,,,,,,,,,,,,,
state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,consolidated_city-county,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,consumption (MWh),expenditures ('000 $),consumption (MWh/capita),expenditures ('000 $/capita),utility customers,consumption (TcF),expenditures ('000 $),consumption (TcF/capita),expenditures ('000 $/capita),utility customers,occuped housing units,consumption (MWh),expenditures ('000 $),consumption (MWh/capita),expenditures ('000 $/capita),consumption (MWh),expenditures ('000 $),utility customers,consumption (TcF),expenditures ('000 $),consumption (TcF/capita),expenditures ('000 $/capita),consumption (TcF),expenditures ('000 $),utility customers,buildings,area (sq. ft.),consumption (gallons),consumption (gallons/capita),consumption (gallons),consumption (gallons/capita),vehicle miles traveled (miles),vehicle miles traveled (miles/capita),consumption (MWh),expenditures ('000 $),consumption (MWh/capita),expenditures ('000 $/capita),consumption (TcF),expenditures ('000 $),consumption (TcF/capita),expenditures ('000 $/capita),establishments,consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),consumption (MWh),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),expenditures ('000 $),GHG emissions mtons CO2e,GHG emissions mtons CO2e,GHG emissions mtons CO2e,GHG emissions mtons CO2e,GHG emissions mtons CO2e,GHG emissions mtons CO2e,GHG emissions mtons CO2e,GHG emissions mtons CO2e,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/TcF),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon)
1,AL,"Autauga County, AL",1001,Autauga County,32.532237,-86.64644,,55049,07,21580,05,3,30705," 315,398 "," 39,864 ", 6 , 1 ," 22,120 "," 316,920 "," 4,185 ", 6 , 0 ," 9,750 "," 20,800 "," 128,186 "," 14,821 ", 2 , 0 ," 130,821 "," 14,633 "," 2,415 "," 170,669 "," 1,703 ", 3 , 0 ," 152,812 "," 1,627 ", 468 ,,," 25,332,114 ", 460 ," 11,506,887 ", 209 ," 740,266,187 "," 13,447 "," 33,506 "," 2,025 ", 1 , 0 ," 3,263,590 "," 12,369 ", 59 , 0 ,," 2,511 "," 6,989 ", -   ," 2,485 ", -   ," 2,203 ", -   ," 1,935 "," 8,568 ", -   , -   , 745 , -   , 193 , -   , -   ," 6,508 ", -   , -   , 549 , 192 , -   , 541 , -   , -   , 88 , 152 , 422 , -   , 150 , -   , 133 , -   , 117 , 518 , -   , -   , 45 , -   , 12 , -   , -   , 393 , -   , -   , 33 , 12 , -   , 33 , -   , -   , 5 , -   ," 8,053 ", -   ," 4,267 ", -   ," 1,778 "," 30,562 ", -   , -   , 241 ," 3,213,273 ", 181 , -   , -   ," 3,997 ", -   , -   , 533 , 138 , -   , 467 , -   , -   , 101 , -   , 31 , -   , 16 , -   , 7 , 116 , -   , -   , 1 ," 12,178 ", 1 , -   , -   , 15 , -   , -   , 2 , 1 , -   , 2 , -   , -   , 0 ," 156,670 "," 17,424 "," 63,675 "," 9,384 "," 16,644 "," 179,435 "," 273,473 "," 145,622 ",SRSO,0.496737217,0.054980794,0.01079549,0.012655217
1,AL,"Baldwin County, AL",1003,Baldwin County,30.659218,-87.746067,,199510,11,122682,09,2,21109," 1,064,843 "," 126,826 ", 5 , 1 ," 127,891 "," 273,012 "," 5,989 ", 1 , 0 ," 21,862 "," 75,149 "," 1,122,222 "," 117,677 ", 6 , 1 ," 978,878 "," 109,489 "," 19,816 "," 407,181 "," 6,532 ", 2 , 0 ," 1,843,506 "," 19,633 "," 2,375 ",,," 116,066,055 ", 582 ," 42,975,312 ", 215 ," 3,239,817,322 "," 16,239 "," 389,609 "," 23,543 ", 2 , 0 ," 1,663,962 "," 6,306 ", 8 , 0 ,," 15,731 "," 9,654 "," 15,670 "," 2,763 ", 603 ," 28,380 "," 1,132 ", -   ," 1,474 ", 79 , -   ," 16,585 ", -   ," 1,543 ", -   ," 39,233 "," 10,925 ", -   ," 153,947 "," 2,857 "," 13,997 ", -   , -   ," 44,107 "," 25,850 "," 5,079 ", 951 , 583 , 947 , 167 , 36 ," 1,715 ", 68 , -   , 89 , 5 , -   ," 1,002 ", -   , 93 , -   ," 2,371 ", 660 , -   ," 9,303 ", 173 , 846 , -   , -   ," 2,665 "," 1,562 ", 307 ," 281,300 "," 2,459 "," 5,713 "," 88,504 "," 3,464 ", -   ," 5,261 ", 126 , -   ," 6,069 ", -   ," 1,452 ", -   ," 172,673 "," 6,710 ", -   ," 972,957 "," 2,771 "," 11,178 ", -   , -   ," 54,255 "," 42,491 "," 6,578 "," 1,066 ", 9 , 22 , 335 , 13 , -   , 20 , 0 , -   , 23 , -   , 6 , -   , 654 , 25 , -   ," 3,688 ", 11 , 42 , -   , -   , 206 , 161 , 25 ," 528,947 "," 15,010 "," 557,449 "," 22,387 "," 193,533 "," 91,486 "," 1,252,990 "," 543,862 ",SRSO,0.496737217,0.054980794,0.01079549,0.012655217
1,AL,"Barbour County, AL",1005,Barbour County,31.870253,-85.405104,,26614,06,13613,04,3,30604," 136,098 "," 17,085 ", 5 , 1 ," 11,494 "," 40,062 ", 668 , 2 , 0 , 724 ," 9,122 "," 87,199 "," 10,128 ", 3 , 0 ," 92,666 "," 10,365 "," 1,920 "," 85,081 "," 1,092 ", 3 , 0 ," 123,970 "," 1,320 ", 369 ,,," 14,909,195 ", 560 ," 4,016,334 ", 151 ," 391,131,704 "," 14,696 "," 334,420 "," 20,208 ", 13 , 1 ," 1,526,156 "," 5,784 ", 57 , 0 ,," 4,625 "," 17,114 ", -   ," 135,312 ", 444 ," 26,511 ", -   , -   , -   , -   , -   ," 79,166 ", -   , 96 , -   ," 46,279 ", -   , -   , -   ," 23,559 ", -   , -   , -   , -   , -   ," 1,313 ", 279 ," 1,034 ", -   ," 8,177 ", 27 ," 1,602 ", -   , -   , -   , -   , -   ," 4,784 ", -   , 6 , -   ," 2,796 ", -   , -   , -   ," 1,424 ", -   , -   , -   , -   , -   , 79 , -   ," 682,566 "," 8,664 "," 223,480 ", -   , -   , -   , -   , -   ," 119,287 ", -   , 91 , -   ," 457,330 ", -   , -   , -   ," 33,228 ", -   , -   , -   , -   , -   ," 1,509 ", -   ," 2,587 ", 33 , 847 , -   , -   , -   , -   , -   , 452 , -   , 0 , -   ," 1,733 ", -   , -   , -   , 126 , -   , -   , -   , -   , -   , 6 ," 67,605 "," 2,203 "," 43,315 "," 4,678 "," 166,119 "," 83,909 "," 160,952 "," 50,828 ",SRSO,0.496737217,0.054980794,0.01079549,0.012655217
1,AL,"Bibb County, AL",1007,Bibb County,33.015893,-87.127148,,22572,05,6699,02,3,30502," 117,401 "," 14,858 ", 5 , 1 ," 8,738 "," 99,056 "," 1,306 ", 4 , 0 ," 1,441 "," 7,048 "," 44,056 "," 5,106 ", 2 , 0 ," 44,744 "," 5,005 "," 1,121 "," 53,863 ", 533 , 2 , 0 ," 47,445 ", 505 , 217 ,,," 11,806,243 ", 523 ," 3,776,567 ", 167 ," 320,513,006 "," 14,200 "," 11,471 ", 693 , 1 , 0 ," 3,742 ", 14 , 0 , 0 ,," 1,572 "," 4,153 ", -   ," 2,923 ", -   , -   , -   , -   , -   , -   , -   ," 2,259 ", -   , -   , -   , -   , -   , -   , -   , 330 , 192 , -   , -   , -   , -   , 44 , 95 , 251 , -   , 177 , -   , -   , -   , -   , -   , -   , -   , 136 , -   , -   , -   , -   , -   , -   , -   , 20 , 12 , -   , -   , -   , -   , 3 , -   ," 2,216 ", -   , -   , -   , -   , -   , -   , -   ," 1,018 ", -   , -   , -   , -   , -   , -   , -   , 320 , 138 , -   , -   , -   , -   , 51 , -   , 8 , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , 0 ," 58,318 "," 5,446 "," 21,884 "," 2,961 "," 5,698 ", 206 ," 127,454 "," 47,793 ",SRSO,0.496737217,0.054980794,0.01079549,0.012655217
1,AL,"Blount County, AL",1009,Blount County,33.977358,-86.56644,,57704,08,12557,04,3,30804," 328,466 "," 41,577 ", 6 , 1 ," 23,227 "," 193,482 "," 2,576 ", 3 , 0 ," 4,634 "," 20,619 "," 123,154 "," 14,273 ", 2 , 0 ," 125,064 "," 13,989 "," 2,909 "," 6,049 ", 60 , 0 , 0 ," 5,287 ", 56 , 336 ,,," 23,520,539 ", 408 ," 9,996,834 ", 173 ," 673,272,458 "," 11,668 "," 129,611 "," 7,832 ", 2 , 0 ," 136,813 ", 519 , 2 , 0 ,," 6,148 "," 63,864 ", -   , -   , 784 ," 51,156 ", -   , -   , -   , 79 , -   , -   , -   , 96 , -   , -   ," 1,104 ", -   , 979 ," 1,758 "," 1,796 ", -   ," 1,623 ", -   , 180 , 44 , 371 ," 3,859 ", -   , -   , 47 ," 3,091 ", -   , -   , -   , 5 , -   , -   , -   , 6 , -   , -   , 67 , -   , 59 , 106 , 109 , -   , 98 , -   , 11 , 3 , -   , -   , 253 ," 127,319 ", -   , -   , -   , 126 , -   , -   , -   , 91 , -   , -   , 678 , -   ," 3,755 "," 1,705 "," 1,290 ", -   ," 1,400 ", -   , 145 , 51 , -   , -   , 1 , 483 , -   , -   , -   , 0 , -   , -   , -   , 0 , -   , -   , 3 , -   , 14 , 6 , 5 , -   , 5 , -   , 1 , 0 ," 177,690 "," 10,638 "," 66,623 ", 333 ," 70,116 "," 7,522 "," 253,916 "," 126,512 ",SRTV,0.540971056,0.054980794,0.01079549,0.012655217
1,AL,"Bullock County, AL",1011,Bullock County,32.101759,-85.717261,,10552,03,3422,01,3,30301," 53,059 "," 6,709 ", 5 , 1 ," 4,345 "," 31,638 ", 419 , 3 , 0 , 627 ," 3,556 "," 18,976 "," 2,199 ", 2 , 0 ," 19,444 "," 2,175 ", 504 , 8 , 0 , 0 , 0 , 7 , 0 , 106 ,,," 6,186,642 ", 586 ," 1,975,072 ", 187 ," 167,836,840 "," 15,906 "," 56,343 "," 3,405 ", 5 , 0 ," 201,530 ", 764 , 19 , 0 ,," 2,055 "," 4,958 ", -   , -   , -   ," 48,953 ", 377 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 124 , 300 , -   , -   , -   ," 2,958 ", 23 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 200,375 "," 1,155 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 759 , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 26,357 "," 1,739 "," 9,426 ", 0 ," 27,988 "," 11,080 "," 66,788 "," 24,995 ",SRSO,0.496737217,0.054980794,0.01079549,0.012655217
